"","Var1","Freq"
"851","Hylesia_remisionex",25
"852","Hylesia_rex",6
"853","Hylesia_santacruzex",5
"854","Hylesia_sp.",355
"855","Hymenia_perspectalis",96
"856","Hymenoptera",25
"857","Hypatima_sp._UM01",1
"858","Hypena_holophaea",10
"859","Hypena_laceratalis",15
"860","Hypena_sp._ANIC2",1
"861","Hypercompe_icasia",17
"862","Hypercompe_icasiaDHJ01",346
"863","Hypercompe_icasiaDHJ05",8
"864","Hypermnestra_helios",1
"865","Hyperthaema_coccinata",1
"866","Hyperthaema_haemacta",1
"867","Hyphantria_cunea",3
"868","Hypocala_deflorata",114
"869","Hypocala_violacea",2
"870","Hypomecis_intrusilinea",178
"871","Hypomecis_sp._SH01",2
"872","Hypospila_creberrima",360
"873","Idaea_coercita",27
"874","Idaea_emarginata",1
"875","Idaea_eretmopus",28
"876","Idaea_intermedia",16
"877","Idalus_Espinoza01new",3
"878","Idalus_lucaii",52
"879","Idia_americalis",3
"880","Idia_calvaria",26
"881","Idia_diminuendis",1
"882","Idia_forbesii",9
"883","Inopsis_modulata",2
"884","Insecta",35
"885","Ipnista",1
"886","Ipnista_sp.",1
"887","Iragaodes_nobilis",1
"888","Iscadia_mariva",8
"889","Ischnopteris",1
"890","Ischnopteris_BioLep516",1
"891","Isochromodes",1
"892","Isotenes_miserana",2
"893","Isotenes_sp._ADC0762",67
"894","Isturgia_pulinda_deerraria",2
"895","Lacinipolia_buscki",42
"896","Lacinipolia_cuneata",17
"897","Lacinipolia_sp.",4
"898","Lamproptera_meges",250
"899","Larentiinae",53
"900","Larisa_subsolana",19
"901","Lascoria",171
"902","Lascoria_AH02Ec",3
"903","Lascoria_anxa",14
"904","Lascoria_aon",10
"905","Lascoria_BioLep3174",11
"906","Lascoria_BioLep674",2
"907","Lascoria_Janzen4356",10
"908","Lascoria_leucorabdota",121
"909","Lascoria_Poole14",554
"910","Lasiocampidae",1
"911","Lepasta_grammodes",2
"912","Lepidoptera",26816
"913","Lesmone_aenaria",3
"914","Lesmone_detrahens",36
"915","Lesmone_griseipennis",23
"916","Leucanella_anikae",285
"917","Leucanella_aspera",4
"918","Leucanella_contempta",4
"919","Leucanella_dh1",2
"920","Leucanella_evanschaycki",21
"921","Leucanella_gibbosa",36
"922","Leucanella_leucane",2
"923","Leucanella_lynx",1
"924","Leucanella_memusae",68
"925","Leucanella_nyctimene",3
"926","Leucanella_siriae",21
"927","Leucanella_viridescens",2
"928","Leucanella_viridescens_viridior",6
"929","Leucania",1
"930","Leucania_adjuta",806
"931","Leucania_anteroclara",91
"932","Leucania_BioLep11",2
"933","Leucania_commoides",685
"934","Leucania_farcta_roseola",34
"935","Leucania_februalis",1
"936","Leucania_incognita",28
"937","Leucania_inermis",233
"938","Leucania_linda",938
"939","Leucania_linearis",38
"940","Leucania_multilinea",628
"941","Leucania_obsoleta",1
"942","Leucania_oregona",2
"943","Leucania_phragmitidicola",18
"944","Leucania_pilipalpis",72
"945","Leucania_PK01",73
"946","Leucania_PK02",1
"947","Leucania_PK03",55
"948","Leucania_Poole10",80
"949","Leucania_pseudargyria",7
"950","Leucania_roseilinea",5
"951","Leucania_solita",10
"952","Leucania_stenographa",1
"953","Leucania_stolata",3
"954","Leucania_ursula",1
"955","Leucania_venalba",13
"956","Leucania_yu",2
"957","Leucania_zeae",36
"958","Leucania1_exarans",1
"959","Leucanopsis_cirphis",1
"960","Leucanopsis_leucanina",1
"961","Leucanopsis_mandus",6
"962","Leucinodes_orbonalis",13
"963","Leucochlaena_oditis",38
"964","Leucochlaena_turatii",94
"965","Leumicamia_graminicolens",30
"966","Lignicida_grisechana",1
"967","Limacodinae",1
"968","Limnaecia",25
"969","Limnaecia_cirrhozona",1
"970","Lipogya_leucoprosopa",1
"971","Lithosiini",7
"972","Lobesia_xylistis",6
"973","Lobobunaea_acuta",3
"974","Lobobunaea_doogii",12
"975","Lobobunaea_erythrotes",1
"976","Loepa_damartis",3
"977","Loepa_meyi",1
"978","Loepa_miranda",88
"979","Loepa_mirandula",3
"980","Loepa_obscuromarginata",226
"981","Loepa_orientomiranda",5
"982","Loepa_roseomarginata",78
"983","Loepa_sinjaevi",217
"984","Loepa_vanschaycki",2
"985","Lophocampa",5
"986","Lophocampa_maroniensis",3
"987","Lophocampa_maroniensisDHJ05",51
"988","Lophoptera_parallelnotata",3
"989","Lophoruza_albisecta",10
"990","Lulavia_multipunctata",1
"991","Lumaria_probolias",5
"992","Luperina_testacea",227
"993","Lygropia_tripunctataDHJ02",53
"994","Macaria_ostia",22
"995","Macdunnoughia_tetragona",2
"996","Macrobathra_aphristis",2
"997","Macrobathra_sarcoleuca",47
"998","Macrochilo_absorptalis",3
"999","Macrochilo_cribrumalis",1
"1000","Macrochilo_litophora_sp._2",2
"1001","Macrochilo_louisiana",7
"1002","Macrochilo_orciferalis",11
"1003","Macroglossum_limata",6
"1004","Macroglossum_limatoides",6
"1005","Macrurocampa_dolorosaICG02",126
"1006","Maltagorea_rostaingi",2
"1007","Manoba_sp.",1
"1008","MarapanaNAG_nycteropis",71
"1009","Marilopteryx_carancahua",665
"1010","Mecodina_bisignata",4
"1011","Megalota_bicolorana",1
"1012","Megalota_simpliciana",321
"1013","Megalota_spinulosa",64
"1014","Megalota_uncimacula",1
"1015","Meganola_dentata",1
"1016","Meganola_leudostola",1
"1017","Melanolophia_centralis",2
"1018","Melanolophia_imitata",944
"1019","Melastrota_nigrisquamata",4
"1020","Melese",128
"1021","Melese_asana",2
"1022","Melese_asanaDHJ02",1
"1023","Melese_barbuti",5
"1024","Melese_castrena_sp._MMZ02",52
"1025","Melese_Espinoza01",3
"1026","Melese_flavimaculata",177
"1027","Melese_flavimaculataBE01",22
"1028","Melese_flavimaculataDHJ01",4
"1029","Melese_flavimaculataDHJ02",478
"1030","Melese_hampsoni",51
"1031","Melese_monima",68
"1032","Melese_nebulosa",234
"1033","Melese_nr._laodamia_CTW2013",6
"1034","Melese_ocellata",374
"1035","Melese_peruviana",70
"1036","Melese_sixola",60
"1037","Mentaxya",90
"1038","Mesocoela_obscuraAH01Tz",1
"1039","Mesoptila",15
"1040","Mesothisa_sp._SH01",2
"1041","Metalectra_Poole06",4
"1042","Miaromima_naessigi",9
"1043","Microphalera_grisea",2
"1044","Mocis_alterna",1
"1045","Mocis_cubana",2
"1046","Mocis_latipes",1
"1047","Mompha_eloisella",14
"1048","Monochroa",461
"1049","Monochroa_cytisella",4
"1050","Monochroa_divisella",12
"1051","Monochroa_lucidella",57
"1052","Moodna_pallidostrinella",34
"1053","Mopothila_ardalus",38
"1054","Mosopia_pallidusalis",28
"1055","Myrmecopsis_laticinctaDHJ02new",42
"1056","Mythimna",100
"1057","Mythimna_albipuncta",3965
"1058","Mythimna_andereggii",40
"1059","Mythimna_atrinota",18
"1060","Mythimna_bistrigata",2
"1061","Mythimna_congrua",35
"1062","Mythimna_consanguis",114
"1063","Mythimna_convecta",3859
"1064","Mythimna_curvula",59
"1065","Mythimna_decississima",6
"1066","Mythimna_ferrago",74
"1067","Mythimna_formosana",109
"1068","Mythimna_litoralis",94
"1069","Mythimna_loreyi",113
"1070","Mythimna_melianoides",32
"1071","Mythimna_prominens",8
"1072","Mythimna_pseudoloreyi",1
"1073","Mythimna_pudorina",2861
"1074","Mythimna_semicana",157
"1075","Mythimna_separata",670
"1076","Mythimna_turca",4
"1077","Mythimna_unipuncta",1849
"1078","Mythimna_vitellina",71
"1079","Nacoleia_commixta",14
"1080","Nadagarodes_sordida",1
"1081","Nedra_hoeffleri",1
"1082","Nedra_stewarti",5
"1083","Neleucania_praegracilis",15
"1084","Nematocampa",4
"1085","Nematocampa_anguliferaAM01Br",2
"1086","Nemoria_zygotaria",4
"1087","Neoblastobasis_biceratala",9
"1088","Neochera_inops",12
"1089","Neochera_privata_privata",4
"1090","Neogabara_plagiola",2
"1091","Neogyne_elongataEF01",3
"1092","Neoterpes_edwardsata",1
"1093","Neoterpes_ephelidaria",3
"1094","Nepticulidae",2
"1095","Neritodes_verrucata",1
"1096","Nicetas_Poole21",9
"1097","Niguza_oculita",39
"1098","Nisista_notodontaria",3
"1099","Nkandla_flavisecta",5
"1100","noctBioLep01_BioLep620",39
"1101","noctBioLep01_BioLep724",5
"1102","noctBioLep01_BioLep757",34
"1103","noctBioLep01_BioLep831",8
"1104","noctJanzen01_Janzen244",2
"1105","Noctua_atlantica",78
"1106","Noctua_comes",77
"1107","Noctua_fimbriata",906
"1108","Noctua_interjecta",651
"1109","Noctua_interjecta_caliginosa",64
"1110","Noctua_interposita",150
"1111","Noctua_janthe",334
"1112","Noctua_orbona",2
"1113","Noctua_pronuba",9683
"1114","Noctuidae",893
"1115","NoctuidaeGEN_sp._AAL8403",4
"1116","Noctuinae",1084
"1117","Nodaria",1
"1118","Nola",17
"1119","Nola_achromia",4
"1120","Nola_bifascialis",17
"1121","Nola_cilicoides",143
"1122","Nola_cucullatella",11
"1123","Nola_desmotes",68
"1124","Nola_nr._pustulata",22
"1125","Nola_opalina",4
"1126","Nola_ovilla",165
"1127","Nola_PK02",1
"1128","Nola_PK04",834
"1129","Nola_sp.",1
"1130","Nola_sp._ANIC1",98
"1131","Nola_sp._ANIC39",114
"1132","Nolidae",6
"1133","Nolidae_sp._KB01",1
"1134","Nomophila_noctuella",14
"1135","Notarcha_sp._ANIC2",1
"1136","Notocelia_trimaculana",16
"1137","Notodontidae",8
"1138","Odontelia",4
"1139","Odontocraspis",4
"1140","Odozana_BioLep01",4
"1141","Oecophorinae",1
"1142","Oedicentra_gerydaria",11
"1143","Oenochroma_cerasiplaga",2
"1144","Oenoptila_Janzen22",2
"1145","Oenospila_flavifusata",5
"1146","Oenospila_sp._AAB6770",14
"1147","Olbonoma_sp._ANIC7",4
"1148","oleBioLep01_BioLep160",2
"1149","oleBioLep01_BioLep161",14
"1150","Olethreutes",10
"1151","Olethreutes_baccatana",93
"1152","Olethreutes_costimaculana",2
"1153","Olethreutes_deprecatoria",1
"1154","Olethreutes_electrofuscum",1
"1155","Olethreutes_furfuranum",49
"1156","Olethreutes_olivaceana",1
"1157","Olethreutes_permundana",5
"1158","Olethreutes_quadrifidus",1
"1159","Olethreutes_valdanum",1
"1160","Olethreutinae",24
"1161","Olethreutini_incertae_sedis_sp._JB4",3
"1162","Omichlis_dimorpha",1
"1163","Omiodes_nigriscripta",1
"1164","Omphalucha_sp._SH01",61
"1165","Omphalucha_sp._SH02",3
"1166","Opharus_BioLep33",3
"1167","Opharus_BioLep33new",192
"1168","Ophyx_ochroptera",30
"1169","Opigena_polygona",21
"1170","Opisthoxia_amabilisDHJ02",1
"1171","Oraesia_aenofusa",549
"1172","Orontobia_secreta",1
"1173","Orthodes_BioLep840",14
"1174","Orthodes_lobata",2
"1175","Orthogonioptilum",1
"1176","Orthogonioptilum_caecum",1
"1177","Orthogonioptilum_fang",7
"1178","Orthogonioptilum_garmsi",2
"1179","Orthogonioptilum_subuelense",3
"1180","Orthogonioptilum_violascens",1
"1181","Orthonama",4
"1182","Orthonama_obstipata",1
"1183","Orthoptera",1
"1184","Orthosia_revicta",38
"1185","Oslaria_viridifera",38
"1186","Oxacme_umbrodorsum",229
"1187","Oxycilla_ondo",5
"1188","Oxycilla_tripla",36
"1189","Oxycnemis_advena",10
"1190","Oxycnemis_grandimacula",52
"1191","Oxythres_splendens",1
"1192","Pachydota_rosenbergi",1121
"1193","Pachyplastis_apicalis",2
"1194","Pacidara_venustissima",1
"1195","Palearctia_glaphyra",2
"1196","Palimmeces_sp._ANIC35",1
"1197","Palimmeces_sp._ANIC51",1
"1198","Palimmeces_sp._ANIC55",1
"1199","Palimmeces_sp._ANIC78",2
"1200","Palimmeces_sp._ANIC8",1
"1201","Palimmeces_sp._ANIC80",19
"1202","Palpita",2
"1203","Palthis_angustipennis",1
"1204","Palthis_BioLep835",1
"1205","Palthis_Poole03",1
"1206","Palthis_Poole09",1
"1207","Pantherodes_colubraria",4
"1208","Pantographa_suffusalis",4
"1209","Pantographa_suffusalisDHJ01",26
"1210","Pantographa_suffusalisDHJ02",42
"1211","Papilio_dardanus",2
"1212","Papilio_dardanus_polytrophus",2
"1213","Papilio_dardanus_tibullus",2
"1214","Papilio_karna_carnatus",1
"1215","Papilio_karna_discordia",1
"1216","Papilio_karna_karna",2
"1217","Papilio_paris_tenggerensis",1
"1218","Papilio_ulysses_orsippus",2
"1219","Parabagrotis_cupidissima",1011
"1220","Parabagrotis_formalis",4218
"1221","Parabagrotis_insularis",730
"1222","Parabagrotis_sulinaris",2435
"1223","Parallage_nr._inconcinna",2
"1224","Parastenolechia_nigrinotella",113
"1225","Pareuchaetes_insulata",1
"1226","Parnassius_bremeri",2
"1227","Parnassius_phoebus",2
"1228","Parnassius_smintheus",2
"1229","Paromphale_caeca",952
"1230","Parornix_polygrammella",23
"1231","Parornix_torquillella",81
"1232","Parotis",18
"1233","Parotis_atlitalis",25
"1234","Parotis_prasinophila",2
"1235","Pasiphila_debiliata",4
"1236","Pastona_BioLep739",12
"1237","Pechipogo_plumigeralis",5
"1238","Pechipogo_strigilata",34
"1239","Pelochyta",24
"1240","Peraglyphis",1
"1241","Peraglyphis_epixantha",2
"1242","Peraglyphis_sp._ANIC9",3
"1243","Peridroma_saucia",772
"1244","Peridroma_sp._B",1
"1245","Perissopteryx",1
"1246","Peritornenta_thyellia",3
"1247","Perizoma_taeniatum",1
"1248","Pero_flavisaria",1
"1249","Pero_rica",10
"1250","Perusia",5
"1251","Perusia_sp._gb_ID_15452",2
"1252","Phalaenostola_hanhami",2
"1253","Phalaenostola_larentioides",3
"1254","Phalaenostola_metonalis",2
"1255","Phalera_assimilis",3
"1256","Pharga_pholausalis",46
"1257","Pharga_pholausalisDHJ01",426
"1258","Pharga_pholausalisDHJ02",3090
"1259","Pheia_albisigna",6
"1260","Pheia_Janzen5174",2
"1261","Phelotis_cognata",2
"1262","Pheosia_rimosa",19
"1263","Philenora_pteridopola",62
"1264","Philenora_sp._BIO1",5
"1265","Philobota_ellenella",1
"1266","Philobota_iphigenes",3
"1267","Philobota_sp._ANIC148",2
"1268","Philobota_sp._ANIC199",7
"1269","Phlogophora_meticulosa",2044
"1270","Phlogophora_periculosa",257
"1271","Phostria_BioLep256",28
"1272","Phrissogonus_laticostata",285
"1273","Phrissogonus_laticostatus",3
"1274","Phthonandria_atrilineata",4
"1275","Phyciodes",30
"1276","Phyciodes_batesii",2
"1277","Phyciodes_cocyta",20
"1278","Phyciodes_pulchella",3
"1279","Phyllodes_eyndhovii",2
"1280","Phyllodesma_tremulifolia",1
"1281","Physocleora",1
"1282","Physocleora_nr._piperacia",117
"1283","Physocleora_pauperDHJ01",2
"1284","Physula_BioLep466",1
"1285","Piletocera_sodalis",15
"1286","Pilipectus_cyclopis",6
"1287","Pisara_hyalospila",126
"1288","Pitthea_neavei",3
"1289","Plagiomimicus_aureolum",2
"1290","Plagiomimicus_curiosum",8
"1291","Plagiomimicus_dimidiata",2
"1292","Platarctia_parthenos",99
"1293","Platerosia_rotundipenis",2
"1294","Platphalonidia_felix",1
"1295","Platynota_meridionalis",1
"1296","Platyprepia_virginalis",149
"1297","PlecopteraNoc",16
"1298","Plemyria_rubiginata",17
"1299","Pleromella_opter",6
"1300","Pleuroptya",2
"1301","Pococera_aplastella",8
"1302","Polia_bombycina",45
"1303","Polia_discalis",8
"1304","Polia_speyeri",2
"1305","Polygiton_sp._AAH1014",2
"1306","Polypogon",2
"1307","Polypogon_sp._AAI2776",4
"1308","Polypogon_stidzeras",2
"1309","Polypogon_tentacularia",864
"1310","Polytela",228
"1311","Pompeius_verna",33
"1312","Ponometia_acutus",105
"1313","Ponometia_alata",4
"1314","Ponometia_altera",26
"1315","Ponometia_bruchi",5
"1316","Ponometia_candefacta",3
"1317","Ponometia_cuta",46
"1318","Ponometia_fumata",5
"1319","Ponometia_heonyx",66
"1320","Ponometia_hutsoni",24
"1321","Ponometia_libedis",69
"1322","Ponometia_macdunnoughi",205
"1323","Ponometia_megocula",17
"1324","Ponometia_nigra",67
"1325","Ponometia_parvula",47
"1326","Ponometia_pulchra",384
"1327","Ponometia_semiflava",52
"1328","Ponometia_tortricina",6
"1329","Prasinocyma_AH128",3
"1330","Prepalla_sp._ANIC11",1
"1331","Prepocosma",24
"1332","Prepocosma_sp._ANIC46",4
"1333","Prepocosma_sp._ANIC64",1
"1334","Prepocosma_sp._ANIC71",43
"1335","Prismostictoides_unihyala",2
"1336","Proselena_tenella",4
"1337","Protogygia_album",8
"1338","Protogygia_enalaga",5
"1339","Protogygia_milleri",23
"1340","Protogygia_pectinata",2
"1341","Protogygia_polingi",20
"1342","Protogygia_whitesandsensis",3
"1343","Protolampra_rufipectus",227
"1344","Protoperigea_n._sp.",120
"1345","Protoperigea_parvulata",168
"1346","Protoperigea_posticata",81
"1347","Protophyta_sp._ANIC2",5
"1348","Prototrachea_leucopicta",4
"1349","Psaliodes",85
"1350","Psaliodes_BioLep2447",1
"1351","Psaliodes_BioLep374",24
"1352","Psaliodes_electa",3
"1353","Psaliodes_miniata_group",4
"1354","Psaliodes_miniataAH01Ec",8
"1355","Psaliodes_nr._catenifera",2
"1356","Psaliodes_nr._oleagina",3
"1357","Psaliodes_semirasa",2
"1358","Psaliodes_sp._PSEO15",1
"1359","Psaliodes_sp._PSEO30",1
"1360","Psammathodoxa_cochlidioides",5
"1361","Psaphidini",1
"1362","Pseudaclytia_major",1
"1363","Pseudalcis_sp._TTLA006",1
"1364","Pseudexentera",5
"1365","Pseudexentera_faracana",65
"1366","Pseudexentera_haracana",5
"1367","Pseudexentera_hodsoni",6
"1368","Pseudexentera_Janzen148",308
"1369","Pseudexentera_kalmiana",4
"1370","Pseudexentera_oregonana",4
"1371","Pseudexentera_sepia",101
"1372","Pseudexentera_spoliana",19
"1373","Pseudohermonassa_bicarnea",1
"1374","Pseudonoorda_metalloma",1
"1375","Pseudophisma_pritanis",3
"1376","Pseudorthodes_puerilis",34
"1377","Pseudorthodes_sp.",5
"1378","Psilocorsis_BioLep639",5
"1379","Psilocorsis_cryptolechiella",6
"1380","Psychocampa_prominens",3
"1381","Psychodidae",14
"1382","Ptilophora_plumigera",5
"1383","Ptochophyle_cryptosticha",2
"1384","Ptyoptila_matutinella",9
"1385","Pyralidae",1
"1386","Pyrgoptila_dyscolleta",2
"1387","Pyrgus_albescens",3
"1388","Pyrgus_cinarae",49
"1389","Rachesa_chrisbrechlinae",19
"1390","Rachesa_nisa",7
"1391","Rachesa_sinjaevorum",58
"1392","Rachesa_viksinjaevi",28
"1393","Rejectaria_funebris",16
"1394","Rejectaria_Poole07",10
"1395","Rejectaria_Poole10",36
"1396","Rejectaria_Poole14",8
"1397","Rejectaria_Poole18",17
"1398","Renodes_BioLep72",1
"1399","Resapamea_testacea",8
"1400","Rhapsa_eretmophora",3
"1401","Rhesalides_curvata",3
"1402","Rheumaptera_cervinalis",3
"1403","Rhipha_subflammans",1
"1404","Rhodinia_verecunda",2
"1405","Rhodorhipha_subflammans",2
"1406","Rhopobota_naevana",3
"1407","Rhyacia_clemens",1097
"1408","Rhyacia_quadrangula",6791
"1409","Richia_chortalis",2571
"1410","Richia_herculeana",6
"1411","Richia_palliviridis",1
"1412","Richia_parentalis",8
"1413","Roelmana_vitreata",1
"1414","Rusina_ferruginea",40
"1415","Sabulodes_nubifera",8
"1416","Salassa_iris",1
"1417","Salia_Poole06",134
"1418","Saptha_divitiosa",1
"1419","Sarobides_inconclusa",7
"1420","Saturnia_anona",5
"1421","Saturnia_anona_dyari",4
"1422","Saturnia_boisduvalii",4
"1423","Saturnia_dentifasciata",8
"1424","Saturnia_pavonia",2
"1425","Saturnia_pavoniella",5
"1426","Saurita_costaricae",69
"1427","Schinia_argentifascia",69
"1428","Schinia_brunnea",3
"1429","Schinia_chryselloides",30
"1430","Schinia_chrysellus",55
"1431","Schinia_ciliata",10
"1432","Schinia_cumatilis",9
"1433","Schinia_erosa",2
"1434","Schinia_ferricasta",10
"1435","Schinia_ferrisi",12
"1436","Schinia_maculata",12
"1437","Schinia_n._sp._1",2
"1438","Schinia_nundina",8
"1439","Schinia_oculata",42
"1440","Schinia_parmeliana",13
"1441","Schinia_persimilis",3
"1442","Schinia_reniformis",6
"1443","Schinia_rivulosa",1
"1444","Schinia_sanguinea",38
"1445","Schinia_separata",8
"1446","Schinia_sp._BX141217-051",2
"1447","Schinia_subspinosae",29
"1448","Schinia_tertia",10
"1449","Schinia_thoreaui",9
"1450","Schinia_verna",1
"1451","Schistophleps_obducta",3
"1452","Scoliopteryx_libatrix",288
"1453","Scoparia",4
"1454","Scoparia_anthracias",4
"1455","Scopula",2
"1456","Scopula_adelpharia",4
"1457","Scopula_atricapilla",10
"1458","Scopula_caricaria",1
"1459","Scopula_floslactata",7
"1460","Scopula_immutata",1
"1461","Scopula_incanata",2
"1462","Scopula_johnsoni",1
"1463","Scopula_nr._calcarata",280
"1464","Scopula_nr._karischi",1
"1465","Scopula_nr._vitellina",146
"1466","Scopula_proverai",3
"1467","Scopula_sentinaria",1
"1468","Scopula_sp._SH01",7
"1469","Scopula_sp._SH02",1
"1470","Scopula_sp._SH03",7
"1471","Scopula_sp._SH04",188
"1472","Scopula_sp._SH06",1
"1473","Scopula_sp._SH08",1
"1474","Scopula_submutata",9
"1475","Scopula_submutata_taurilibanotica",6
"1476","Scopula_subobliquata",1
"1477","Scopula_tenera",1
"1478","Scriptoplusia_nigriluna",2
"1479","Selenia_lunularia",26
"1480","Selenia_lunulariaAH01Tr",1
"1481","Semaeopus_sp._9YB",20
"1482","Sena",2
"1483","Sericinus_montela",9
"1484","Sericochroa_felderiICG01",4
"1485","Sesamia_inferens",44
"1486","Sideridis_congermana",12
"1487","Sideridis_lampra",4
"1488","Simopteryx_torquatariaDHJ01",111
"1489","Simplicia_bimarginata",1
"1490","Simplicia_erebina",21
"1491","Singara",30
"1492","Soloe_trigutta_group",119
"1493","Somatina_triocellata",17
"1494","Sosxetra",31
"1495","Sosxetra_grata",34
"1496","Sosxetra_grataDHJ01",2
"1497","Sparagmia_gonopteraDHJ01",40
"1498","Sparagmia_gonopteraDHJ02",14
"1499","Spargaloma_sexpunctata",14
"1500","Spargania_daphne",9
"1501","Sparganothina_inbiana",1
"1502","Sparganothina_nephela",2
"1503","spiloBioLep01_BioLep177",1
"1504","spiloBioLep01_BioLep319",12
"1505","Spilogona_sororcula",1
"1506","spiloJanzen01_Janzen105",3
"1507","Spilomela_personalisDHJ04",40
"1508","Spilosoma",3
"1509","Spilosoma_dubia",18
"1510","Spilosoma_sp.",3
"1511","Spodoptera_cilium",7
"1512","Spodoptera_exempta",7
"1513","Spodoptera_exigua",681
"1514","Spodoptera_frugiperda",1
"1515","Spodoptera_latifascia",11
"1516","Spodoptera_littoralis",22
"1517","Stamnodes",2
"1518","Stamnodes_blackmorei",1
"1519","Standfussiana_dalmata",2
"1520","Stathmopoda",23
"1521","Stenhypena_albopunctata",2
"1522","Stenognatha_gentilis",1
"1523","Stenoma_byssina",15
"1524","Strepsicrates",120
"1525","Strepsicrates_dyselia",182
"1526","Strepsicrates_macropetana",125
"1527","Strepsicrates_semicanella",3865
"1528","Strepsicrates_transfixa",251
"1529","Striacosta_albicosta",222
"1530","Strophedra_nitidana",3
"1531","Styphlolepis_sp._ANIC1",1
"1532","Suastus_gremius",13
"1533","Suleima_helianthana",305
"1534","Syllepte_amandoDHJ01",27
"1535","Symphlebia_angulifascia",4
"1536","Symphlebia_meridionalis",1
"1537","Sympistis_arizonensis",3
"1538","Sympistis_opleri",1
"1539","Sympistis_perscripta",3
"1540","Sympoecila_holocrossa",9
"1541","Syneora_silicaria",2
"1542","Syngrapha_altera",38
"1543","Syngrapha_alticola",21
"1544","Syngrapha_devergens",19
"1545","Syngrapha_octoscripta",87
"1546","Syngrapha_selecta",7
"1547","Syngrapha_u-aureum",8
"1548","Syngrapha_uaureum",3
"1549","Syngria_druidariaDHJ02",55
"1550","Systasea_zampa",18
"1551","Tagiades_nestus",2
"1552","Tagiades_trebellius",2
"1553","Taicallimorpha_albipuncta",4
"1554","Talanga",1
"1555","Tamba_mnionomera",3
"1556","Tarache_augustipennis",11
"1557","Tarache_lanceolata",7
"1558","Tarista_albiapicalis",29
"1559","Tarista_lydia",4
"1560","Tatargina_pannosa",26
"1561","Technemon_sp._ANIC2",12
"1562","Telphusa_longifasciella",28
"1563","Tephronia_codetaria",1
"1564","Tetrernia_teminitis",8
"1565","Thallarcha",18
"1566","Thallarcha_catasticta",4
"1567","Thallarcha_fusa",3
"1568","Thallarcha_lechrioleuca",5
"1569","Thallarcha_lochaga",1
"1570","Thera_obeliscata",24
"1571","Thera_variata",24
"1572","Theretra_alecto",2
"1573","Tholera_decimalis",6
"1574","Thoracolopha_rhodocentra",4
"1575","Thrincophora_cinefacta",4
"1576","Thrincophora_inconcisana",248
"1577","Thrincophora_lignigerana",44
"1578","Thyatirinae",1
"1579","Thysanoplusia_daubei",6
"1580","Thysanoplusia_intermixta",2
"1581","Thysanoplusia_orichalcea",2
"1582","Tiliacea_aurago",109
"1583","Tmetomorpha_bitias",1
"1584","Tolpia",14
"1585","Tolpiodes",12
"1586","Tolpiodes_melanoproctis",84
"1587","Tolpiodes_sp._AAH5430",3
"1588","Tortricidae",545
"1589","TortricidaeGEN_sp._ACM3602",8
"1590","TortricidaeGEN_sp._ACZ0751",4
"1591","Tortricinae",66
"1592","Trachea_delicata",3
"1593","Trichocosmia_inornata",4
"1594","Trichopolia_dentatella",223
"1595","Trichromia_sp._JAT01",126
"1596","Trigonodes_exportata",1
"1597","Trigonoorda_sp._ANIC3",4
"1598","Triphosa_dubitata",2
"1599","Trogogonia_abrupta",4
"1600","Tyspanodes_striata",4
"1601","Ugia",1
"1602","Ulolonche_niveiguttata",2
"1603","Urania_sloanus",1
"1604","Uraniidae",1
"1605","Vamuna_remelana",28
"1606","Xanthodes_albago",36
"1607","Xanthodes_amata",2
"1608","Xenochroa",1
"1609","Xenolechia",3
"1610","Xestia_laxa",2
"1611","Xestia_lyngei",3
"1612","Xestia_sexstrigata",269
"1613","Xestia_speciosa",12
"1614","Xylina1_ligniplena",3
"1615","Xylodonta_billhaberi",63
"1616","Xylodonta_scottmilleri",124
"1617","Xylodonta_terrena",1696
"1618","Yidalpta_auragalisDHJ02",48
"1619","Zale_buchholzi",1
"1620","Zale_declarans",14
"1621","Zale_janisca",20
"1622","Zamarada_glareosa",2
"1623","Zanclognatha",56
"1624","Zanclognatha_fumosa",26
"1625","Zanclognatha_jacchusalis",1
"1626","Zanclognatha_laevigata",298
"1627","Zanclognatha_lituralis",116
"1628","Zanclognatha_nr._lituralis",1199
"1629","Zanclognatha_pedipilalis",1
"1630","Zanclognatha_theralis",1
"1631","Zelicodes_linearis",15
"1632","Zeuctoboarmia_smithi",1
"1633","Zomariana_doxasticana",1
"1634","Zonopetala_decisana",3
