"","Var1","Freq"
"869","Orthosia_behrensiana",354
"870","Orthosia_ferrigera",1527
"871","Orthosia_garmani",7
"872","Orthosia_incerta",3
"873","Orthosia_revicta",1
"874","Oxacme_umbrodorsum",12
"875","Oxycilla_ondo",3
"876","Oxycilla_tripla",20
"877","Oxycnemis_grandimacula",3
"878","Oxythres_splendens",3
"879","Pachydota_rosenbergi",32
"880","Pachydota_saduca",47
"881","Pantographa_limata",7
"882","Papestra_biren",60
"883","Papestra_invalida",10
"884","Papestra_quadrata",18
"885","Parabagrotis",457
"886","Parabagrotis_cupidissima",2858
"887","Parabagrotis_exsertistigma",4
"888","Parabagrotis_formalis",5775
"889","Parabagrotis_insularis",5430
"890","Parabagrotis_sulinaris",6931
"891","Parabarrovia_ogilviensis",30
"892","Paradiarsia_punicea",1
"893","Parastenolechia_nigrinotella",4
"894","Pardomima_amyntusalis",1
"895","Pareuchaetes",1
"896","Pareuchaetes_abbysmutnyae",60
"897","Pareuchaetes_insulata",9
"898","Paromphale_caeca",498
"899","Parornix_torquillella",25
"900","Parotis",1
"901","Parotis_atlitalis",6
"902","Parotis_sp._AAC8820",1
"903","Pasiphila_debiliata",19
"904","Pastona_BioLep254",1
"905","Pechipogo_strigilata",141
"906","Pelochyta",2
"907","Peridea_ferruginea",5
"908","Peridroma_saucia",298
"909","Perigea_micrippia",32
"910","Perigrapha_i-cinctum",10
"911","Perissopteryx",4
"912","Perizoma_alchemillatum",3
"913","Pero_morrisonaria",83
"914","Perusia",3
"915","Pharga_pholausalis",4
"916","Pharga_pholausalisDHJ01",30
"917","Pharga_pholausalisDHJ02",2520
"918","Philenora_pteridopola",6
"919","Philenora_sp._BIO1",1
"920","Philobota_iphigenes",1
"921","Phlogophora_meticulosa",861
"922","Phlogophora_periculosa",1512
"923","Phlogophora_scita",4
"924","Phlogophora_wollastoni",20
"925","Phoenicophanta_modestula",3
"926","Phostria_BioLep256",7
"927","Phragmatiphila_nexa",53
"928","Phrissogonus_laticostata",2
"929","Phrygionis_flavilimes",1
"930","Phthonandria_atrilineata",6
"931","Physocleora_nr._piperacia",53
"932","Physula_BioLep466",3
"933","Pilipectus_cyclopis",4
"934","Pisara_hyalospila",6
"935","Pitthea_neavei",3
"936","Platarctia_parthenos",267
"937","Platyprepia_virginalis",14
"938","Pleromella_opter",1
"939","Pleuroptya",1
"940","Plusiinae",1
"941","Polia_bombycina",24
"942","Polia_discalis",4
"943","Polia_piniae",7
"944","Polychrysia_splendida",1
"945","Polypogon_tentacularia",433
"946","Polytela",83
"947","Pompeius_verna",15
"948","Ponometia_heonyx",6
"949","Ponometia_libedis",23
"950","Ponometia_macdunnoughi",2
"951","Ponometia_megocula",3
"952","Ponometia_nigra",4
"953","Ponometia_parvula",7
"954","Ponometia_pulchra",11
"955","Ponometia_semiflava",11
"956","Prepocosma",8
"957","Pronoctua",5
"958","Pronoctua_pyrophiloides",1
"959","Properigea_costa",4
"960","Properigea_sp.",2
"961","Properigea_suffusa",4
"962","Proteuxoa_florescens",3
"963","Proteuxoa_ochrias",1
"964","Proteuxoa_spodias",7
"965","Protogygia_milleri",2
"966","Protolampra_brunneicollis",551
"967","Protolampra_rufipectus",1851
"968","Protolampra_sobrina",22
"969","Protoperigea_n._sp.",5
"970","Protoperigea_parvulata",3
"971","Protoperigea_posticata",1
"972","Protophyta_sp._ANIC2",5
"973","Protorthodes_curtica",3
"974","Protorthodes_incincta",22
"975","Protorthodes_perforata",253
"976","Protorthodes_rufula",214
"977","Prototrachea_leucopicta",16
"978","Psaliodes",7
"979","Psaliodes_BioLep2447",2
"980","Psaliodes_BioLep374",128
"981","Psaliodes_electa",2
"982","PsaphidiniRZ_new_sp.",3
"983","Pseudanarta_crocea",50
"984","Pseudanthoecia_tumida",3
"985","Pseudautomeris_boettgeri",5
"986","Pseudexentera_faracana",1
"987","Pseudexentera_Janzen148",5
"988","Pseudobryomima_distans",1
"989","Pseudobryomima_fallax",2
"990","Pseudohemihyalea",1
"991","Pseudohemihyalea_anapheoides",8
"992","Pseudohemihyalea_schausi",1
"993","Pseudohermonassa_bicarnea",565
"994","Pseudohermonassa_flavotincta",49
"995","Pseudohermonassa_ononensis",8
"996","Pseudohermonassa_tenuicula",22
"997","Pseudorthodes_vecors",12
"998","Pseudorthodes_virgula",8
"999","Psilocorsis_BioLep639",2
"1000","Psychocampa_manalca",1
"1001","Psychocampa_prominens",10
"1002","Pygarctia_neomexicana",1
"1003","Rachesa_chrisbrechlinae",7
"1004","Rachesa_nisa",7
"1005","Rachesa_sinjaevorum",9
"1006","Rachesa_viksinjaevi",8
"1007","Rejectaria_funebris",18
"1008","Rejectaria_Poole07",2
"1009","Renia_hutsoni",1
"1010","Renia_nemoralis",2
"1011","Renia_Poole13",1
"1012","Renia_sobrialis",11
"1013","Resapamea_testacea",5
"1014","Rhapsa_eretmophora",4
"1015","Rhodina_falculalis",7
"1016","Rhyacia_clemens",3042
"1017","Rhyacia_quadrangula",23093
"1018","Rhyacia_simulans",7
"1019","Rhynchodontodes_chalcias",1
"1020","Richia_chortalis",3185
"1021","Richia_parentalis",1
"1022","Rosema_sp._2",1
"1023","Rusina_ferruginea",19
"1024","Saturnia_boisduvalii",2
"1025","Savoca_divitalis",2
"1026","Schinia_argentifascia",79
"1027","Schinia_bimatris",3
"1028","Schinia_chryselloides",15
"1029","Schinia_chrysellus",54
"1030","Schinia_ciliata",3
"1031","Schinia_felicitata",3
"1032","Schinia_maculata",14
"1033","Schinia_meadi",8
"1034","Schinia_nundina",4
"1035","Schinia_oculata",38
"1036","Schinia_parmeliana",18
"1037","Schinia_persimilis",21
"1038","Schinia_sanguinea",22
"1039","Schinia_sexplagiata",8
"1040","Schinia_sp._BX141217-051",79
"1041","Schinia_subspinosae",10
"1042","Schinia_tertia",7
"1043","Schinia_tobia",28
"1044","Schinia_verna",7
"1045","Scoliopteryx_libatrix",17
"1046","Scopula",1
"1047","Scopula_BioLep528",12
"1048","Scopula_floslactata",2
"1049","Scopula_immutata",1
"1050","Scopula_incanata",1
"1051","Scopula_nr._calcarata",268
"1052","Scopula_nr._vitellina",11
"1053","Scopula_sp._SH01",1
"1054","Scopula_sp._SH02",2
"1055","Scopula_sp._SH03",4
"1056","Scopula_sp._SH04",18
"1057","Scotogramma_densa",7
"1058","Scotogramma_fieldi",4
"1059","Scotogramma_gatei",39
"1060","Scotogramma_harnardi",49
"1061","Scotogramma_orida",2
"1062","Scotogramma_sp.",1
"1063","Scotogramma_stretchii",4
"1064","Scotogramma_submarina",4
"1065","Sesamia_inferens",235
"1066","Sideridis_congermana",7
"1067","Sideridis_lampra",9
"1068","Sideridis_maryx",25
"1069","Sideridis_mojave",3
"1070","Sideridis_rosea",9
"1071","Sideridis_uscripta",1
"1072","Simopteryx_torquatariaDHJ01",47
"1073","Simplicia_bimarginata",1
"1074","Soloe_trigutta_group",91
"1075","Somatina_triocellata",17
"1076","Sosxetra_grata",5
"1077","Sosxetra_grataDHJ01",32
"1078","Spaelotis_clandestina",6
"1079","Spaelotis_quadricava",1
"1080","Spaelotis_ravida",1
"1081","Spaelotis_unicava",4
"1082","Spaelotis_velicava",12
"1083","Spargaloma_sexpunctata",5
"1084","Spargania_daphne",19
"1085","Sparganothina_nephela",4
"1086","Spilomelinae",1
"1087","Spiramater_grandis",12
"1088","Spodoptera_cilium",14
"1089","Spodoptera_cosmioides",33
"1090","Spodoptera_dolichos",1
"1091","Spodoptera_exempta",1
"1092","Spodoptera_exigua",1748
"1093","Spodoptera_frugiperda",77
"1094","Spodoptera_latifascia",83
"1095","Spodoptera_littoralis",11
"1096","Spodoptera_mauritia",1
"1097","Standfussiana_dalmata",3
"1098","Standfussiana_lucernea",63
"1099","Standfussiana_wiskotti",3
"1100","Stathmopoda",23
"1101","Staurophora_celsia",2
"1102","Strepsicrates_dyselia",3
"1103","Strepsicrates_macropetana",2
"1104","Strepsicrates_semicanella",16
"1105","Strepsicrates_transfixa",4
"1106","Stretchia_muricina",12
"1107","Stretchia_pacifica",2
"1108","Stretchia_sp.",3
"1109","Striacosta_albicosta",33
"1110","Striglina_asinina",3
"1111","Suleima_helianthana",15
"1112","Sympistis_arizonensis",6
"1113","Sympistis_jocelynae",1
"1114","Sympistis_linda",1
"1115","Sympistis_opleri",2
"1116","Sympoecila_holocrossa",8
"1117","Syngrapha_altera",80
"1118","Syngrapha_alticola",23
"1119","Syngrapha_devergens",22
"1120","Syngrapha_octoscripta",397
"1121","Syngrapha_selecta",29
"1122","Syngrapha_u-aureum",8
"1123","Syngrapha_uaureum",12
"1124","Syntherata",1
"1125","Tarista",1
"1126","Tatargina_pannosa",2
"1127","Tesagrotis_amia",5
"1128","Tesagrotis_atrifrons",12
"1129","Tesagrotis_corrodera",28
"1130","Tesagrotis_piscipellis",3
"1131","Thalatha_symprepes",2
"1132","Thalatta_holortha",2
"1133","Thera_obeliscata",1
"1134","Thera_variata",1
"1135","Theretra_alecto",1
"1136","Thliptocnemis_pinguis",2
"1137","Thoracolopha_rhodocentra",2
"1138","Thrincophora_inconcisana",5
"1139","Thrincophora_lignigerana",392
"1140","Tiliacea_aurago",556
"1141","Tiracola_plagiata",6
"1142","Tlotzinia_tlotzin",2
"1143","Tolpia",2
"1144","Tolpiodes_melanoproctis",256
"1145","Tolpiodes_sp._AAH5430",2
"1146","tortBioLep01_BioLep240",1
"1147","tortJanzen01_Janzen144",2
"1148","Tortricidae",174
"1149","TortricidaeGEN_sp._AAF9348",23
"1150","Tortricinae",6
"1151","Trichocosmia_inornata",49
"1152","Trichopolia_dentatella",605
"1153","Trichopolia_sp.",5
"1154","Trichromia_sp._JAT01",8
"1155","Tridepia_nova",3
"1156","Trisyntopa_euryspoda",9
"1157","Tuta_absoluta",126
"1158","Tyspanodes_striata",2
"1159","Ulolonche_consopita",1
"1160","Usta_wallengrenii",5
"1161","Venusia_blomeri",3
"1162","Xanthodes_albago",6
"1163","Xestia_ashworthii",26
"1164","Xestia_ashworthii_candelarum",2
"1165","Xestia_badicollis",49
"1166","Xestia_baja",5
"1167","Xestia_bolteri",1
"1168","Xestia_cinerascens",2
"1169","Xestia_dilucida",68
"1170","Xestia_elimata",8
"1171","Xestia_fergusoni",6
"1172","Xestia_intermedia",8
"1173","Xestia_kermesina",10
"1174","Xestia_laxa",17
"1175","Xestia_liquidaria",9
"1176","Xestia_lorezi",14
"1177","Xestia_lyngei",12
"1178","Xestia_mixta",1
"1179","Xestia_oblata",14
"1180","Xestia_plebeia",20
"1181","Xestia_praevia",18
"1182","Xestia_rhaetica",5
"1183","Xestia_sexstrigata",5494
"1184","Xestia_speciosa",483
"1185","Xestia_stigmatica",37
"1186","Xestia_triangulum",36
"1187","Xestia_ursae",78
"1188","Xestia_vernilis",1
"1189","Xestia_woodi",6
"1190","Xylina1_ligniplena",77
"1191","Xylodonta_patrickgoodwilliei",5
"1192","Xylodonta_scottmilleri",255
"1193","Xylodonta_terrena",1578
"1194","Zanclognatha",4
"1195","Zanclognatha_lituralis",48
"1196","Zanclognatha_nr._lituralis",128
"1197","Zosteropoda_hirtipes",17
